390,1,1.7748e+05,7.7362e-06
420,1,1.4518e+05,1.6915e-05
223,1,2.402e+05,4.7859e-06
183,1,2.2807e+05,3.9744e-06
2,1,2.3037e+05,4.0735e-05
430,1,2.0661e+05,1.3406e-05
5,6,9.6921e+05,0.00038337
112,1,1.7778e+05,2.7084e-06
40,1,2.4778e+05,3.9308e-06
563,1,2.3278e+05,3.8485e-06
562,1,1.4712e+05,2.2053e-06
1,1,1.6374e+05,7.0579e-05
284,1,1.5357e+05,2.6662e-06
446,1,2.4231e+05,8.8752e-06
443,1,2.346e+05,7.229e-06
136,1,4.1343e+05,8.2543e-06
389,1,3.7319e+05,4.2122e-06
482,1,2.1273e+05,2.1648e-05
30,1,2.4687e+05,1.1782e-05
305,1,1.093e+05,3.5274e-06
384,1,2.4249e+05,9.8874e-06
277,1,2.5213e+05,1.1499e-06
484,1,1.975e+05,9.5125e-06
154,1,2.1328e+05,2.26e-06
259,1,1.6969e+05,3.5574e-06
262,1,1.6969e+05,3.5574e-06
398,1,1.6969e+05,3.5574e-06
344,1,2.4098e+05,5.9484e-07
25,1,1.3785e+05,1.8206e-05
550,1,1.3643e+05,1.5727e-06
4,1,1.6483e+05,3.8547e-05
278,1,1.9125e+05,2.3365e-06
424,1,2.3873e+05,6.6862e-06
455,1,2.3873e+05,6.6862e-06
381,1,2.4277e+05,5.7611e-06
61,1,1.4876e+05,2.6268e-06
452,1,2.1249e+05,1.1342e-05
353,1,1.5895e+05,2.2861e-07
410,1,2.4132e+05,2.928e-06
76,1,1.9531e+05,6.884e-06
336,1,1.7084e+05,1.0897e-06
386,1,1.6129e+05,9.5965e-06
480,1,1.6129e+05,9.5965e-06
152,1,1.8884e+05,2.417e-06
451,1,2.3779e+05,5.4346e-06
422,1,2.1311e+05,7.9405e-06
294,1,2.0171e+05,1.701e-06
491,1,1.9088e+05,1.9574e-05
310,1,2.1363e+05,1.3671e-06
437,1,2.1121e+05,5.9442e-06
636,1,1.8501e+05,1.1426e-05
22,1,2.2909e+05,1.1361e-05
341,1,1.7589e+05,8.5955e-07
393,1,2.4351e+05,3.8817e-06
595,1,1.4998e+05,3.787e-06
21,1,2.4261e+05,5.5266e-06
319,1,2.3453e+05,8.2304e-07
477,1,1.8764e+05,1.1345e-05
193,1,1.4528e+05,2.7245e-06
418,1,2.4121e+05,2.8417e-06
287,1,2.3486e+05,1.1305e-06
350,1,2.3262e+05,2.9355e-07
20,1,3.7475e+05,8.149e-05
243,1,2.1937e+05,1.6708e-06
464,1,2.3056e+05,8.6763e-06
178,1,1.3945e+05,2.0467e-06
34,1,1.6662e+05,1.2717e-05
435,1,1.7834e+05,3.3394e-06
24,1,2.4268e+05,3.1204e-06
163,1,1.5386e+05,9.2037e-07
499,1,1.9628e+05,5.7261e-06
481,1,2.1357e+05,7.4473e-06
349,1,2.3431e+05,1.9124e-07
18,1,4.3187e+05,1.3693e-05
215,1,2.1263e+05,8.5419e-07
328,1,2.3787e+05,2.5245e-07
579,1,1.6543e+05,6.5302e-07
