"","Name","Class","g","delta"
"35","Western Technical College",0,1222.33628294602,-3.83694477877912e-08
"36","Western Technical College",0,1222.33628294602,1.37434664301475e-09
"37","Western Technical College",0,1222.33628294602,1.7956545876051e-09
"38","Western Technical College",0,1222.33628294602,-3.83694477877912e-08
"39","Western Technical College",0,1222.33628294602,1.37434664301475e-09
"40","Western Technical College",0,1222.33628294602,1.7956545876051e-09
"41","Western Technical College",0,1222.33628294602,-3.83694477877912e-08
"42","Western Technical College",0,1222.33628294602,1.37434664301475e-09
"43","Western Technical College",0,1222.33628294602,1.7956545876051e-09
"32","Hagerstown Community College",0,1311.62998116915,4.37148226969562e-08
"33","Adirondack Community College",0,995.937355494456,-1.51277989359962e-08
"34","Shoreline Community College",0,1598.82572965857,NA
"351","Cowley County Community College",0,1059.40836259479,1.14257997837641e-05
"361","Corning Community College",0,1139.42450512794,-4.44304883516976e-08
"371","Central Community College",0,1799.64535594471,NA
"381","Orange County Community College",0,1611.16308053952,-1.2408739313579e-08
"391","Wenatchee Valley College",0,819.992796395585,6.93160461080318e-09
"401","Caldwell Community College and Technical Institute",0,986.875511200423,-7.60124556525965e-08
"411","Tompkins Cortland Community College",0,1586.62951429048,3.14832166591777e-08
"421","Quincy College",0,1286.8062824989,3.18327558069584e-09
"431","Jefferson Community College",0,1012.63795197236,-1.17830585824461e-08
"44","Lake Superior College",0,1518.23788760775,9.52971352696928e-09
"45","Madisonville Community College",0,1247.44576790319,-2.17475196856186e-08
"46","South Puget Sound Community College",0,1342.51160635662,4.03417174959585e-09
"47","Cayuga County Community College",0,1327.86909521522,-1.52716407597076e-08
"48","Kankakee Community College",0,1590.57385981199,2.04986859033533e-08
"49","Enterprise State Community College",1,0,1.98356287262764e-08
"50","Southwestern Michigan College",1,203.981468206792,-9.33181388554772e-09
"51","Frederick Community College",1,1210.97788495439,-1.01581883514698e-07
"52","Danville Area Community College",1,1263.97810583097,1.0829663930728e-08
"53","South Central College",1,784.343955633452,5.62021166869645e-08
"54","NHTI-Concord's Community College",1,872.017650557598,3.35136878493871e-09
"55","James A Rhodes State College",1,619.944447453021,6.3341354689013e-09
"68","Southeastern Community College",1,401.853197731718,1.01148094137348e-08
"69","Southeastern Community College",1,401.853197731718,1.87858745167156e-08
"70","Southeastern Community College",1,132.43103472796,3.84136677129375e-08
"71","Southeastern Community College",1,132.43103472796,-2.30327071529165e-07
"72","Southeastern Community College",1,401.853197731718,1.01148094137348e-08
"73","Southeastern Community College",1,401.853197731718,1.87858745167156e-08
"74","Southeastern Community College",1,132.43103472796,3.84136677129375e-08
"75","Southeastern Community College",1,132.43103472796,-2.30327071529165e-07
"58","Central Lakes College-Brainerd",1,910.84742215416,-1.85478745248324e-08
"59","Cape Cod Community College",1,888.239438501366,1.14780349095767e-07
"60","Fulton-Montgomery Community College",1,11.7128915933538,2.87925959763361e-08
"61","Lehigh Carbon Community College",1,1354.22134069212,NA
"62","Connors State College",1,-20.726913749867,9.90439264826254e-09
"63","Eastern Gateway Community College",1,538.761668350564,1.10303082732271e-08
"64","Massachusetts Bay Community College",1,1205.57910467835,7.41028844142012e-09
"65","Victoria College",1,886.361711174177,4.03479104470559e-09
"66","Bay de Noc Community College",1,-544.044783484314,-2.19820701647208e-08
"67","Illinois Valley Community College",1,1005.09246419763,1.58544322834437e-08
"681","Wisconsin Indianhead Technical College",1,942.865289361916,-2.69468043091012e-08
"691","Motlow State Community College",1,1038.72142484818,-9.16888993783928e-09
"701","Wichita Area Technical College",1,839.606299588296,4.34478824301793e-09
"711","Piedmont Virginia Community College",1,1207.46383241057,9.15635758150066e-08
"721","Blackhawk Technical College",1,380.051711503488,5.71524141447381e-09
"731","Casper College",1,918.377725184463,2.13247295520929e-08
"741","Northwest State Community College",1,1140.6878719122,-1.60788631329446e-07
"751","University of Arkansas Community College-Morrilton",1,-11.2137811653417,4.82801408418658e-08
"76","North Central State College",1,449.066594787414,-5.33409878281066e-08
"77","Harford Community College",1,1367.42749370298,8.08176090443458e-09
"78","Elgin Community College",1,1626.7408012702,NA
"79","Mid-State Technical College",1,839.007029522723,-1.69415176500888e-07
"80","Northland Community and Technical College",1,901.390886519772,-2.20782625858381e-08
"81","Wytheville Community College",1,766.827758825181,1.66709679976469e-08
"82","Pierce College at Puyallup",1,932.601178414594,NA
"83","Delaware Technical Community College-Terry",1,623.69894323727,-1.96180888057391e-08
"84","Honolulu Community College",1,1044.90398628259,2.68050843119692e-08
"85","Butler County Community College",1,925.063945004911,-1.38364810059582e-08
"86","Eastern Maine Community College",1,691.444079360089,-4.23359553650819e-08
"87","Moraine Park Technical College",1,1450.4322174758,NA
"88","Linn-Benton Community College",1,1474.66313117313,NA
"89","Kirtland Community College",1,-200.287635317104,3.30308441355153e-06
"90","Iowa Lakes Community College",1,617.689075683675,-1.30365406626533e-08
"109","Middlesex Community College",1,824.618983147857,-1.6548578292942e-07
"110","Middlesex Community College",1,824.618983147857,2.71447718448014e-08
"111","Middlesex Community College",1,846.28757139641,NA
"112","Middlesex Community College",1,846.28757139641,NA
"113","Middlesex Community College",1,824.618983147857,-1.6548578292942e-07
"114","Middlesex Community College",1,824.618983147857,2.71447718448014e-08
"115","Middlesex Community College",1,846.28757139641,NA
"116","Middlesex Community College",1,846.28757139641,NA
"93","North Central Michigan College",1,642.060951616974,-9.54760304494914e-09
"94","Berkshire Community College",1,304.375336768282,-1.5868147114808e-08
"95","Heartland Community College",1,1421.55067161902,NA
"96","Barton County Community College",1,1647.23910878029,NA
"97","Louisiana State University-Eunice",1,490.453840740496,-1.5882245387029e-08
"98","Minnesota West Community and Technical College",1,1013.75905526378,6.42760613715133e-08
"99","Southeast Technical Institute",1,338.721405893998,6.3973558698503e-09
"100","Thaddeus Stevens College of Technology",1,-2732.85468512553,8.37073794996436e-08
"101","Terra State Community College",1,603.265399165655,9.07370959149671e-09
"102","Arkansas State University-Mountain Home",1,127.286441982069,3.7501829260281e-09
"103","Dakota County Technical College",1,896.746775488998,6.26209142401379e-07
"104","Trinidad State Junior College",1,112.08486416874,-5.04392050670233e-08
"105","West Virginia Northern Community College",1,473.677547274468,2.56144669774074e-08
"106","Sauk Valley Community College",1,805.351086072888,-1.3941244612229e-08
"131","Blue Ridge Community College",1,471.23771751281,-1.98778341311688e-08
"132","Blue Ridge Community College",1,471.23771751281,4.16838301528603e-08
"133","Blue Ridge Community College",1,824.576300802394,4.76133925812139e-09
"134","Blue Ridge Community College",1,824.576300802394,2.95513070072665e-08
"135","Blue Ridge Community College",1,471.23771751281,-1.98778341311688e-08
"136","Blue Ridge Community College",1,471.23771751281,4.16838301528603e-08
"137","Blue Ridge Community College",1,824.576300802394,4.76133925812139e-09
"138","Blue Ridge Community College",1,824.576300802394,2.95513070072665e-08
"1091","Western Wyoming Community College",1,1152.60936884901,-2.67515204543883e-05
"1101","Richard Bland College of the College of William and Mary",1,-516.108181921531,1.33972095605916e-08
"1111","Southwestern Oregon Community College",1,44.9186496316379,-1.2104994521856e-08
"1121","Renton Technical College",1,1221.64922395596,3.87262004787498e-09
"1131","Carl Sandburg College",1,729.307546253075,1.98072540394642e-08
"1141","Olney Central College",1,15.1646645515623,-2.06942806753859e-08
"1151","Belmont College",1,-451.384370177522,1.31728953303587e-07
"1161","Minnesota State College-Southeast Technical",1,469.361027596337,2.56963096152756e-08
"117","North Iowa Area Community College",1,866.346176513901,-1.82333451587963e-08
"118","Marshalltown Community College",1,453.562953239272,-2.32403230546206e-07
"119","Lamar State College-Port Arthur",1,692.888980470639,1.50102144996871e-08
"120","Flathead Valley Community College",1,772.922340720936,3.5157526650766e-08
"121","Sheridan College",1,1337.80872275832,7.67290810614636e-09
"122","Coconino Community College",1,1235.00013301421,NA
"123","Community College of Beaver County",1,623.5626655535,2.31775142790376e-08
"124","Kennebec Valley Community College",1,720.971198780528,2.07224607997774e-08
"125","Rend Lake College",1,1661.55004142875,NA
"126","Marion Technical College",1,794.621074519397,1.59302377141746e-08
"127","Allen County Community College",1,1036.64624259977,-3.34638542722155e-08
"128","Lamar State College-Orange",1,635.512497477733,8.43104534349258e-09
"129","Dodge City Community College",1,382.118668973499,-3.60040107552888e-08
"130","Lamar Institute of Technology",1,871.910090911237,2.8569303075391e-09
"1311","Greenfield Community College",1,565.736837635993,-3.26055862354581e-07
"1321","Blue Mountain Community College",1,1073.45003035135,1.19396101748502e-08
"1331","Otero Junior College",1,33.6703830216757,-4.07401066006196e-08
"1341","Montcalm Community College",1,329.742488820827,-1.40340957129392e-08
"1351","Alpena Community College",1,140.74210332672,-4.68819267735264e-08
"1361","Bates Technical College",1,1385.51997117377,2.18585496803032e-09
"1371","Garden City Community College",1,625.775785219346,-1.89088792233321e-08
"1381","Eastern Oklahoma State College",1,305.112911360776,5.92803962484258e-09
"139","Anoka Technical College",1,616.170199741744,1.0278245080663e-08
"140","John Wood Community College",1,675.834652016636,-1.79174067265229e-08
"141","Wabash Valley College",1,1744.42040719427,NA
"142","Cloud County Community College",1,994.927392258794,-1.42505752151641e-08
"143","Western Oklahoma State College",1,270.515636808443,1.73002274777061e-08
"174","Southeastern Community College",1,401.853197731718,1.01148094137348e-08
"175","Southeastern Community College",1,401.853197731718,1.87858745167156e-08
"176","Southeastern Community College",1,132.43103472796,3.84136677129375e-08
"177","Southeastern Community College",1,132.43103472796,-2.30327071529165e-07
"178","Southeastern Community College",1,401.853197731718,1.01148094137348e-08
"179","Southeastern Community College",1,401.853197731718,1.87858745167156e-08
"180","Southeastern Community College",1,132.43103472796,3.84136677129375e-08
"1811","Southeastern Community College",1,132.43103472796,-2.30327071529165e-07
"146","Western Nebraska Community College",1,1487.54288656122,4.87672416874182e-08
"147","Henderson Community College",1,896.582551222623,4.11217651886444e-08
"148","North Central Missouri College",1,388.830108845858,-4.04135047396967e-07
"149","Pennsylvania Highlands Community College",1,934.497802175876,-1.73289487545079e-08
"150","Sullivan County Community College",1,242.644822765781,1.30096431456939e-07
"151","Columbia-Greene Community College",1,628.182022226546,2.92103012282861e-08
"152","Carteret Community College",1,273.243054338069,-1.62489756389191e-08
"153","Cecil College",1,804.395930010324,-1.62642362945918e-07
"154","Northeastern Junior College",1,642.898467218797,-2.60719125737493e-08
"155","New Mexico Junior College",1,1248.58450851413,8.1880468453747e-09
"156","Central Wyoming College",1,874.901701363516,1.32569058973482e-07
"193","Highland Community College",1,1132.51763659755,-1.68638910874234e-08
"194","Highland Community College",1,1132.51763659755,-9.61289265745587e-09
"195","Highland Community College",1,212.315111235298,5.11982953255744e-07
"196","Highland Community College",1,212.315111235298,-1.80736050836765e-08
"197","Highland Community College",1,1132.51763659755,-1.68638910874234e-08
"198","Highland Community College",1,1132.51763659755,-9.61289265745587e-09
"199","Highland Community College",1,212.315111235298,5.11982953255744e-07
"200","Highland Community College",1,212.315111235298,-1.80736050836765e-08
"159","Clarendon College",1,301.439864477152,5.99765855957687e-08
"160","Lakeshore Technical College",1,1189.02997935272,-3.65500416492987e-08
"161","Asnuntuck Community College",1,583.085942731109,-6.03970467006611e-08
"162","Neosho County Community College",1,1043.84452131028,-1.04491637549752e-07
"163","Mid-Plains Community College",1,1540.69519458412,-6.32923413542564e-09
"164","Clinton Community College",1,556.255598254789,-4.1236359945108e-08
"165","University of South Carolina-Salkehatchie",1,-665.573818895959,-3.53296861677214e-07
"166","Alexandria Technical & Community College",1,1158.40943765804,-1.23926747574045e-08
"167","Helena College University of Montana",1,249.662709330978,1.74330265772902e-08
"168","University of South Carolina-Lancaster",1,570.853154638237,7.65084460377128e-08
"169","Lake Area Technical Institute",1,240.383149010901,-5.04293022750144e-06
"170","North Dakota State College of Science",1,1085.64872479513,1.60360363770613e-07
"171","Itasca Community College",1,-116.32891569239,-7.9439081291256e-08
"172","Hibbing Community College",1,240.02265413132,1.29357166392308e-07
"173","Northwest College",1,729.625070129238,-2.36883340824831e-08
"1741","West Shore Community College",1,389.42684580554,-2.38742492879096e-08
"1751","Nicolet Area Technical College",1,306.374936562043,5.80182075628086e-09
"1761","York County Community College",1,696.068385528822,-1.38572636759942e-08
"1771","Western Dakota Technical Institute",1,-166.618519874825,3.58584930259807e-08
"1781","Pratt Community College",1,695.048224488223,8.55453383538799e-08
"1791","Linn State Technical College",1,-23.3564871680696,-5.21258850012548e-07
"1801","Nashua Community College",1,1139.69394600619,4.95956233165752e-09
"1812","Northern Maine Community College",1,13.2103771862803,-2.22227013710906e-07
"182","Texas State Technical College-West Texas",1,281.533139414206,1.88142049122832e-08
"183","North Country Community College",1,889.459024512145,-3.61629860597916e-08
"184","Washington State Community College",1,969.420195691056,-2.10199580787407e-08
"185","Warren County Community College",1,1102.6019449945,-2.19363809130696e-08
"186","Morgan Community College",1,943.615546901022,2.24516469448956e-08
"187","Eastern Wyoming College",1,944.576950690141,-7.25212087939298e-09
"188","Glen Oaks Community College",1,334.790670247476,-6.73676137088516e-08
"189","Gogebic Community College",1,202.692477099215,-3.14622324377473e-08
"190","Independence Community College",1,430.352400509139,-3.19303250906791e-08
"1911","Mitchell Technical Institute",1,404.884007520014,-1.01578318540157e-07
"192","Lincoln Trail College",1,641.043158588269,-4.84883361885015e-08
"1931","Pine Technical College",1,827.723217237537,-1.07499914513728e-06
"1941","Garrett College",1,-316.70966808525,-2.30312368457485e-07
"1951","Dabney S Lancaster Community College",1,865.039729846468,-2.34547036655457e-08
"1961","Williston State College",1,391.446413661591,1.37591017191884e-07
"1971","Frank Phillips College",1,693.368579030145,3.00594893586228e-08
"1981","Eastern Idaho Technical College",1,447.131145677014,2.75399233954373e-08
"1991","Washburn Institute of Technology",1,1000.14639487821,1.2975516114289e-08
"2001","University of South Carolina-Sumter",1,417.642954800209,-3.65003826879411e-08
"2011","Lake Region State College",1,1380.44992809497,-4.09598652723728e-08
"202","Flint Hills Technical College",1,305.550141951757,6.50988462212958e-08
"203","Northwest Iowa Community College",1,1282.10912373161,-7.35636979494833e-08
"204","North Central Kansas Technical College",1,550.235827951262,3.97552803586353e-08
"205","Colorado Northwestern Community College",1,1047.74468499631,-5.32925296925887e-08
"206","Manhattan Area Technical College",1,567.811502613931,5.71302367242222e-08
"207","Dakota College at Bottineau",1,546.618855454392,-2.63354583464561e-08
"208","University of South Carolina-Union",1,18.23172751215,8.42052226764872e-08
"209","Miles Community College",1,-96.1086384519003,-1.45234586909434e-07
"210","Northwest Kansas Technical College",1,321.269994332638,7.32786536263822e-08
"2111","Dawson Community College",1,459.807487353834,-3.51475498536001e-08
"212","Lancaster County Career and Technology Center",1,-134.425357545955,1.39663259305706e-08
"213","Washington County Community College",1,-67.3084918243342,-6.64422985882974e-08
"214","Vermilion Community College",1,617.502899185962,-2.47551443072526e-08
"215","Ohio State University Agricultural Technical Institute",1,486.417178708467,-1.08033151626058e-07
"216","Eastland-Fairfield Career and Technical Schools",1,-519.017339750601,-2.98065364616889e-07
"217","Western Suffolk BOCES",1,145.576859383598,2.30697138048442e-08
"218","Wayne County Schools Career Center",1,646.445248241117,2.42457186912684e-08
"219","Greater Altoona Career & Technology Center",1,-50.1131839064458,1.78238081963145e-07
"220","Salina Area Technical College",1,1262.61032775888,6.72440662538836e-08
"2211","Eastern Suffolk BOCES-Practical Nursing Program",1,517.073996654928,2.74611302589488e-08
"222","Rainy River Community College",1,572.78703568073,-1.19997984853941e-07
"223","Greater Johnstown Career and Technology Center",1,-360.006236382425,2.58461544854648e-08
"224","Lenape Technical School Practical Nursing Program",1,-326.747274815536,4.32600478453783e-08
"225","Delta Montrose Technical College",1,1486.04742215416,-2.74022580099978e-07
"226","Southeastern Technical Institute",1,-226.314378332458,-1.17869549031806e-06
"227","York County School of Technology-Adult & Continuing Education",1,1685.41990044407,5.39010500673422e-09
"228","Dutchess BOCES-Practical Nursing Program",1,774.13173587965,8.03406986585597e-08
"229","James H Faulkner State Community College",2,0,1.53233925276951e-07
"272","Three Rivers Community College",2,429.991574728218,2.6486616227017e-09
"273","Three Rivers Community College",2,429.991574728218,5.17092569584728e-09
"274","Three Rivers Community College",2,-255.675152522427,9.16344619735341e-09
"275","Three Rivers Community College",2,-255.675152522427,2.89563218875267e-09
"276","Three Rivers Community College",2,429.991574728218,2.6486616227017e-09
"277","Three Rivers Community College",2,429.991574728218,5.17092569584728e-09
"278","Three Rivers Community College",2,-255.675152522427,9.16344619735341e-09
"279","Three Rivers Community College",2,-255.675152522427,2.89563218875267e-09
"232","Southern Maine Community College",2,540.531900369097,5.18548697635754e-09
"233","North Hennepin Community College",2,732.783962315882,6.5622490860794e-09
"234","Black Hawk College",2,795.914075269542,-1.87133766368004e-08
"235","Southern Union State Community College",2,104.732442890942,4.90239665025579e-09
"236","Albany Technical College",2,-223.875042759956,5.62956605888267e-09
"237","Hocking College",2,-52.726912900551,-1.29901696282262e-08
"238","Roane State Community College",2,372.323348044234,6.90945177851682e-09
"239","Ocean County College",2,1042.30075481292,NA
"240","Clark State Community College",2,347.802231880347,8.68644994552118e-09
"241","John A Logan College",2,1156.66527268665,NA
"242","Burlington County College",2,1132.86207990678,NA
"243","Illinois Central College",2,1088.34942453184,NA
"244","Normandale Community College",2,981.040847384943,NA
"245","Eastern Iowa Community College District",2,940.514291035609,NA
"246","Northeast State Community College",2,221.774790370204,1.71338348592067e-08
"247","Highline Community College",2,673.337125234134,NA
"248","College of Lake County",2,1420.2866900998,NA
"297","Manchester Community College",2,664.206483424606,4.06570705641148e-09
"298","Manchester Community College",2,664.206483424606,5.07227570831867e-08
"299","Manchester Community College",2,664.206483424606,4.06570705641148e-09
"300","Manchester Community College",2,664.206483424606,5.07227570831867e-08
"251","Crowder College",2,245.904362051096,-1.43886689056664e-08
"252","Temple College",2,241.428810370422,3.31285037269398e-09
"253","SUNY Broome Community College",2,385.226908966262,-1.06311845053712e-08
"254","Massasoit Community College",2,789.538393645969,8.12641284590772e-09
"255","York Technical College",2,68.7048141369921,6.96475863888374e-09
"256","George C Wallace State Community College-Hanceville",3,0,3.75456265343884e-09
"257","Asheville-Buncombe Technical Community College",3,698.440447693288,NA
"258","Green River Community College",3,700.177999102556,NA
"259","Lakeland Community College",3,746.756136502424,NA
"260","Holyoke Community College",3,321.520271500912,3.59279018508444e-08
"261","Harper College",3,1319.92288267324,NA
"262","Kellogg Community College",3,101.997360590796,6.20740085995066e-09
"263","Volunteer State Community College",3,705.88707656413,NA
"264","Kishwaukee College",3,-158.744536032715,1.1421466209878e-08
"265","Truckee Meadows Community College",3,994.014369311579,NA
"266","Big Sandy Community and Technical College",3,-15.6552431099813,7.38556050976596e-09
"267","NorthWest Arkansas Community College",3,733.176965984394,NA
"268","State Fair Community College",3,19.304182510321,1.1856469170746e-07
"269","Naugatuck Valley Community College",3,535.409520684176,6.61916765083608e-09
"270","Spartanburg Community College",3,238.60385240563,6.78753863786372e-09
"271","Jefferson State Community College",4,0,5.4864873643972e-09
"2721","West Kentucky Community and Technical College",4,-445.068433072606,1.02027557010141e-08
"323","Middlesex Community College",4,-62.324771308557,-1.6548578292942e-07
"324","Middlesex Community College",4,-62.324771308557,2.71447718448014e-08
"325","Middlesex Community College",4,-40.6561830600044,NA
"326","Middlesex Community College",4,-40.6561830600044,NA
"327","Middlesex Community College",4,-62.324771308557,-1.6548578292942e-07
"328","Middlesex Community College",4,-62.324771308557,2.71447718448014e-08
"329","Middlesex Community College",4,-40.6561830600044,NA
"330","Middlesex Community College",4,-40.6561830600044,NA
"2751","Spokane Falls Community College",4,54.6035560282878,NA
"2761","Pearl River Community College",4,-1263.22753451472,6.64667639308132e-09
"2771","Trinity Valley Community College",4,-276.23370386289,NA
"2781","Pueblo Community College",4,-311.664928436865,4.63983768512834e-09
"2791","North Idaho College",4,-666.431069272838,-3.90285281561895e-08
"280","Hudson Valley Community College",4,284.368596433378,NA
"281","North Central Texas College",4,96.5538393162067,NA
"282","North Shore Community College",4,-223.753866548829,8.66675509575012e-09
"283","Central Oregon Community College",4,-341.233783004257,NA
"284","Montgomery County Community College",4,330.537050413796,NA
"285","Texas State Technical College-Harlingen",4,-796.413722156783,2.38276620533549e-09
"286","Johnson County Community College",4,559.684244366431,NA
"287","Anne Arundel Community College",4,419.80095343859,NA
"288","Mohawk Valley Community College",4,-453.890759432712,-2.18584155967278e-08
"289","Northeast Wisconsin Technical College",4,0.289650543475318,NA
"290","Butler Community College",4,-57.7904968235239,NA
"291","Gwinnett Technical College",4,-418.019905046268,3.27599483676616e-09
"292","Tacoma Community College",4,-281.270415460394,NA
"293","Joliet Junior College",4,471.721033274652,NA
"294","Gateway Technical College",4,-68.6533382668572,NA
"295","Oklahoma City Community College",4,307.365485110827,NA
"296","Southeast Community College Area",4,61.1630979045329,NA
"2971","Lower Columbia College",4,-2297.55495937624,3.77385167946566e-09
"2981","Elizabethtown Community and Technical College",4,-548.254884621124,1.19280272516459e-08
"2991","Darton State College",4,-789.309781914657,7.46074475393693e-09
"3001","Triton College",4,261.22700303068,NA
"301","Bristol Community College",4,-222.048652370444,-9.91531224804511e-09
"302","Gateway Community College",4,-334.475713803837,4.04767240636082e-09
"303","Saint Paul College",4,-649.790346750138,1.92141657375213e-09
"304","Atlantic Cape Community College",4,-637.526376361044,-1.59485503968642e-07
"305","East Mississippi Community College",4,-1204.34253035707,1.39155063504201e-08
"306","Springfield Technical Community College",4,-776.625467203288,5.33703088570683e-09
"307","Estrella Mountain Community College",4,-259.45791530889,NA
"308","Cincinnati State Technical and Community College",4,-3.74787545509048,NA
"309","Brookdale Community College",4,230.025465033129,NA
"310","John C Calhoun State Community College",5,0,1.16620346531402e-08
"311","Pasco-Hernando Community College",5,-229.934805349217,9.96479810615841e-09
"312","Pellissippi State Community College",5,-107.429662209019,NA
"313","Minneapolis Community and Technical College",5,-321.081982149473,NA
"314","J Sargeant Reynolds Community College",5,87.5101284379462,NA
"315","Spokane Community College",5,-767.119846495582,NA
"316","Southwestern Illinois College",5,264.047927438024,NA
"317","Middlesex County College",5,153.360997399932,NA
"318","Delta College",5,-142.977715861051,NA
"319","Tyler Junior College",5,-259.472696090906,NA
"320","Onondaga Community College",5,462.929144683918,NA
"321","Nashville State Community College",5,-269.389915021419,NA
"322","Mt Hood Community College",5,33.3357299580014,NA
"3231","Lorain County Community College",5,-148.092842935146,NA
"3241","Prince George's Community College",5,75.9670545771498,NA
"3251","Somerset Community College",5,-1001.01225085694,9.06013176141687e-09
"3261","University of Wisconsin Colleges",5,13.7040441981389,NA
"3271","Northampton County Area Community College",5,-57.5259308386946,NA
"3281","Schoolcraft College",5,275.219883178241,NA
"3291","Itawamba Community College",5,-1693.96172782639,1.04234752659022e-08
"3301","Quinsigamond Community College",5,-339.730277395127,5.89102218636631e-09
"331","Florence-Darlington Technical College",5,-989.653790277659,3.24182819245087e-09
"332","Thomas Nelson Community College",5,87.2435754379471,NA
"333","Cape Fear Community College",5,-119.661551583801,NA
"334","New Mexico State University-Dona Ana",5,-360.470548868262,NA
"335","Kalamazoo Valley Community College",5,-36.1699915577235,NA
"336","Horry-Georgetown Technical College",5,-584.332631512689,NA
"337","Washtenaw Community College",5,343.629577526132,NA
"338","Chattanooga State Community College",5,-543.081903235653,NA
"339","Holmes Community College",5,-778.537636259726,3.3354042881922e-09
"396","Century College",5,-66.2996367975236,NA
"397","Century College",5,-66.2996367975236,NA
"398","Century College",5,-66.2996367975236,NA
"399","Century College",5,-66.2996367975236,NA
"342","Jones County Junior College",5,-1705.85183164612,1.04010274670736e-08
"343","McLennan Community College",5,-154.999989771731,NA
"344","Piedmont Technical College",5,-862.489660860952,4.2599358095262e-09
"345","Northwest-Shoals Community College",6,0,2.32828932396573e-08
"346","Anoka-Ramsey Community College",6,1035.74770326835,NA
"347","Davidson County Community College",6,92.769146496016,2.14502087385885e-08
"348","Gloucester County College",6,837.85650077943,1.96448554846459e-09
"349","Arapahoe Community College",6,1339.55546043132,NA
"350","Pierce College at Fort Steilacoom",6,933.380115521307,NA
"3511","Dutchess Community College",6,1052.00337489498,NA
"352","Hennepin Technical College",6,685.448746753971,6.57446266688394e-09
"353","Rose State College",6,831.824034880127,NA
"354","Southwest Texas Junior College",6,356.896528030518,5.23841619533524e-09
"355","Moberly Area Community College",6,592.117357657921,-3.58121678149007e-08
"356","Maysville Community and Technical College",6,-147.587530024865,1.08643999259842e-08
"357","Southcentral Kentucky Community and Technical College",6,241.32590576865,6.24483884537338e-09
"358","Jefferson College",6,294.313128109403,-4.43384314367642e-08
"359","Southeast Kentucky Community and Technical College",6,342.409366362484,7.65594728035021e-09
"360","Community College of Aurora",6,960.00103823109,2.4951062809339e-09
"3611","GateWay Community College",7,0,3.00389410422846e-09
"362","Leeward Community College",7,63.501956455052,1.25765800386682e-08
"363","Mineral Area College",7,-841.676521958739,-5.84862576057218e-08
"364","Gateway Community and Technical College",7,-545.583548601349,7.76101729489313e-09
"365","Aims Community College",7,-436.762960075211,9.5886798448937e-09
"366","Bucks County Community College",7,325.562580094097,NA
"367","National Park Community College",7,-1390.91211294634,2.54664964622014e-08
"368","Allegany College of Maryland",7,-1543.18569345129,-7.09851454935181e-08
"369","Everett Community College",7,240.294475321439,NA
"370","Hazard Community and Technical College",7,-1214.49942371218,8.27395940308488e-09
"3711","Bainbridge State College",7,-1662.84169042116,1.41105704974072e-08
"372","Northern Oklahoma College",7,-446.251966859354,-2.57940181847924e-08
"373","Owensboro Community and Technical College",7,-698.531275216746,3.68515903519355e-08
"374","Community College of Vermont",7,67.9802579975669,NA
"375","Central Ohio Technical College",7,-600.26472465875,4.78439836821723e-09
"376","Hopkinsville Community College",7,-919.488200903976,1.36002980874508e-08
