"","INSTNM","POOR_Prop"
"4194","Sacred Heart School of Theology",NA
"4195","Saint Norbert College",0.0846681922196796
"4196","Silver Lake College of the Holy Family",0.348837209302326
"4197","State College of Beauty Culture Inc",0.681818181818182
"4198","Southwest Wisconsin Technical College",0.551912568306011
"4199","Bryant & Stratton College-Milwaukee",0.969465648854962
"4200","University of Wisconsin Colleges",0.290281329923274
"4201","Viterbo University",0.117647058823529
"4202","Chippewa Valley Technical College",0.492012779552716
"4203","Waukesha County Technical College",0.497584541062802
"4204","Western Technical College",0.391975308641975
"4205","University of Wisconsin-Whitewater",0.17288961038961
"4206","Wisconsin Indianhead Technical College",0.440860215053763
"4207","Wisconsin School of Professional Psychology",NA
"4208","Paul Mitchell the School-Green Bay",0.769230769230769
"4209","University of Wisconsin-Eau Claire",0.139839034205231
"4210","University of Wisconsin-Green Bay",0.165625
"4211","University of Wisconsin-La Crosse",0.0835881753312946
"4212","Wisconsin Lutheran College",0.13716814159292
"4213","University of Wisconsin-Oshkosh",0.167981072555205
"4214","University of Wisconsin-Parkside",0.286363636363636
"4215","Herzing University-Madison",0.720812182741117
"4216","University of Wisconsin-Stout",0.163418290854573
"4217","University of Wisconsin-Superior",0.197278911564626
"4218","University of Wisconsin-Madison",0.107066381156317
"4219","University of Wisconsin-Milwaukee",0.222837665104389
"4220","University of Wisconsin-Platteville",0.175925925925926
"4221","University of Wisconsin-River Falls",0.2075
"4222","University of Wisconsin-Stevens Point",0.156899810964083
"4223","Casper College",0.473214285714286
"4224","Central Wyoming College",0.55952380952381
"4225","Eastern Wyoming College",0.346153846153846
"4226","Laramie County Community College",0.311764705882353
"4227","Northwest College",0.46218487394958
"4228","Sheridan College",0.5
"4229","Western Wyoming Community College",0.4625
"4230","Cheeks International Academy of Beauty Culture-Cheyenne",0.8
"4231","Wyotech-Laramie",0.553846153846154
"4232","University of Wyoming",0.25561797752809
"4233","American Samoa Community College",0.661016949152542
"4234","Guam Community College",0.56
"4235","University of Guam",0.457317073170732
"4236","Northern Marianas College",0.784
"4237","Institute of Beauty Careers",0.577235772357724
"4238","Educational Technical College-Recinto de Bayamon",0.9375
"4239","American University of Puerto Rico",0.803030303030303
"4240","American University of Puerto Rico",0.917808219178082
"4241","American Educational College",0.98125
"4242","Antilles School of Technical Careers",0.962962962962963
"4243","Universidad Adventista de las Antillas",0.759615384615385
"4244","Atlantic University College",0.692640692640693
"4245","Bayamon Central University",0.81592039800995
"4246","Columbia Centro Universitario-Caguas",0.863636363636364
"4247","Carlos Albizu University-San Juan",NA
"4248","Caribbean University-Bayamon",0.844290657439446
"4249","Caribbean University-Carolina",0.908333333333333
"4250","Pontifical Catholic University of Puerto Rico-Arecibo",0.815789473684211
"4251","Pontifical Catholic University of Puerto Rico-Ponce",0.74025974025974
"4252","Centro de Estudios Multidisciplinarios-San Juan",0.9075
"4253","Universidad Teologica del Caribe",1
"4254","Colegio Universitario de San Juan",0.825503355704698
"4255","Universidad Metropolitana",0.751104565537555
"4256","Puerto Rico Conservatory of Music",0.814814814814815
"4257","Center for Advanced Studies On Puerto Rico and the Caribbean",NA
"4258","EDP University of Puerto Rico Inc-San Sebastian",0.851428571428571
"4259","Emma's Beauty Academy-Mayaguez",0.885245901639344
"4260","Escuela de Artes Plasticas de Puerto Rico",0.636363636363636
"4261","Instituto Tecnologico de Puerto Rico-Recinto de Manati",0.836653386454183
"4262","Huertas College",0.896428571428571
"4263","Humacao Community College",0.948863636363636
"4264","ICPR Junior College-Arecibo",0.91358024691358
"4265","ICPR Junior College-Mayaguez",0.945544554455445
"4266","Instituto de Educacion Tecnica Ocupacional La Reine-Manati",0.928571428571429
"4267","Hispanic American College",0.923076923076923
"4268","Instituto de Banca y Comercio Inc",0.921696574225122
"4269","Instituto Tecnologico de Puerto Rico-Recinto de Guayama",0.87218045112782
"4270","Instituto Tecnologico de Puerto Rico-Recinto de Ponce",0.807086614173228
"4271","Instituto Tecnologico de Puerto Rico-Recinto de San Juan",0.683848797250859
"4272","Inter American University of Puerto Rico-San German",0.791720569210867
"4273","Inter American University of Puerto Rico-Aguadilla",0.826771653543307
"4274","Inter American University of Puerto Rico-Arecibo",0.85126582278481
"4275","Inter American University of Puerto Rico-Barranquitas",0.873831775700935
"4276","Inter American University of Puerto Rico-Metro",0.75297619047619
"4277","Inter American University of Puerto Rico-Ponce",0.802222222222222
"4278","Inter American University of Puerto Rico-Fajardo",0.806201550387597
"4279","Inter American University of Puerto Rico-Guayama",0.857954545454545
"4280","Inter American University of Puerto Rico-Bayamon",0.775678866587957
"4281","Inter American University of Puerto Rico-School of Law",NA
"4282","International Technical College",1
"4283","Liceo de Arte y Tecnologia",0.771428571428571
"4284","MBTI Business Training Institute",0.992489270386266
"4285","Modern Hairstyling Institute-Bayamon",0.867647058823529
"4286","Modern Hairstyling Institute-Arecibo",0.864864864864865
"4287","National University College-Bayamon",0.84435261707989
"4288","National University College-Arecibo",0.896414342629482
"4289","Ponce Paramedical College Inc",0.911111111111111
"4290","Ponce School of Medicine and Health Sciences",NA
"4291","University of Puerto Rico-Aguadilla",0.696562032884903
"4292","University of Puerto Rico-Arecibo",0.69937106918239
"4293","University of Puerto Rico-Bayamon",0.712153518123667
"4294","University of Puerto Rico-Carolina",0.690042075736325
"4295","University of Puerto Rico-Cayey",0.725947521865889
"4296","University of Puerto Rico-Humacao",0.707612456747405
"4297","University of Puerto Rico-Utuado",0.780575539568345
"4298","University of Puerto Rico-Mayaguez",0.705623901581722
"4299","University of Puerto Rico-Medical Sciences",NA
"4300","University of Puerto Rico-Ponce",0.708333333333333
"4301","University of Puerto Rico-Rio Piedras",0.675654242664552
"4302","Universidad Del Este",0.766152362584378
"4303","Ryder Memorial School for Practical Nursing",0.941176470588235
"4304","Rogies School of Beauty Culture",0.956521739130435
"4305","Universidad del Sagrado Corazon",0.666666666666667
"4306","Seminario Evangelico de Puerto Rico",NA
"4307","Universidad Central Del Caribe",0.833333333333333
"4308","Universidad Politecnica de Puerto Rico",0.664576802507837
"4309","Pontifical Catholic University of Puerto Rico-Mayaguez",0.83756345177665
"4310","Universidad Del Turabo",0.764728986645719
"4311","College of Micronesia-FSM",1
"4312","Palau Community College",0.844444444444444
"4313","University of the Virgin Islands",0.610526315789474
"4314","Stanford University",0.195876288659794
"4315","Purdue University-Main Campus",0.178606001936108
"4316","Blue Hills Regional Technical School",NA
"4317","Parker University",NA
"4318","EDP Univeristy of Puerto Rico Inc-San Juan",0.861111111111111
"4319","ICPR Junior College-General Institutional",0.948148148148148
"4320","ITT Technical Institute-Sylmar",0.605263157894737
"4321","ITT Technical Institute-Westminster",0.6
"4322","Widener University-Delaware Campus",0.5
"4323","City College-Fort Lauderdale",0.962962962962963
"4324","Meridian College",0.96
"4325","Georgia Perimeter College",0.629455279085407
"4326","Georgia Piedmont Technical College",0.807881773399015
"4327","Toni & Guy Hairdressing Academy-Coeur D Alene",1
"4328","Cortiva Institute-Chicago",NA
"4329","ETI School of Skilled Trades",0.658119658119658
"4330","Lincoln College of Technology-Florence",0.781818181818182
"4331","Trend Setters' Academy of Beauty Culture-Elizabethtown",1
"4332","Traxlers School of Hair",1
"4333","Infinity Career College",1
"4334","Vatterott College-Berkeley",0.907407407407407
"4335","Metro Business College-Rolla",0.818181818181818
"4336","Metro Business College-Jefferson City",0.888888888888889
"4337","Warren County Community College",0.421383647798742
"4338","St John's College",0.35
"4339","Yeshiva and Kollel Harbotzas Torah",NA
"4340","Bais Medrash Elyon",NA
"4341","Antioch University-Los Angeles",NA
"4342","Antioch University-Santa Barbara",NA
"4343","Antioch University-New England",NA
"4344","Antioch University-Seattle",0.266666666666667
"4345","Antioch University-Midwest",NA
"4346","Mid-America Christian University",0.454545454545455
"4347","Platt College-Tulsa",0.767441860465116
"4348","Ponca City Beauty College",0.931034482758621
"4349","Francis Tuttle Technology Center",1
"4350","Career Point College",0.943548387096774
"4351","Central Technology Center",NA
"4352","Carrington College-Portland",0.454545454545455
"4353","Career Technology Center of Lackawanna County",0.388888888888889
"4354","Kaplan Career Institute-Nashville",0.861702127659574
"4355","Kaplan College-El Paso",0.772727272727273
"4356","Houston Graduate School of Theology",NA
"4357","Palo Alto College",0.614130434782609
"4358","Sebring Career Schools-Huntsville",0.666666666666667
"4359","University of Cosmetology Arts & Sciences-San Antonio Perrin",NA
"4360","Central Texas Beauty College-Round Rock",0.635294117647059
"4361","Empire Beauty School-Manitowoc",0.704545454545455
"4362","Unification Theological Seminary",NA
"4363","Athens Technical College",0.743697478991597
"4364","Maricopa Skill Center",0.866894197952218
"4365","Carrington College California-San Leandro",0.631578947368421
"4366","Headmasters School of Hair Design",0.870967741935484
"4367","Razzle Dazzle College of Hair Design Inc",0.861111111111111
"4368","Beckfield College-Florence",0.807692307692308
"4369","Dorsey Business Schools-Wayne",1
"4370","Ecumenical Theological Seminary",NA
"4371","Ross Medical Education Center-Saginaw",0.885714285714286
"4372","Sussex County Community College",0.353312302839117
"4373","Landmark College",0.166666666666667
"4374","National American University-Independence",0.5
"4375","Yeshiva Gedolah of Greater Detroit",0.153846153846154
"4376","Austin Graduate School of Theology",NA
"4377","Collin County Community College District",0.535449735449735
"4378","Owensboro Community and Technical College",0.576687116564417
"4379","Heads West Kentucky Beauty College",0.842105263157895
"4380","Jenny Lea Academy of Cosmetology",1
"4381","Empire Beauty School-Hurstborne",0.787234042553192
"4382","Southeast School of Cosmetology",0.909090909090909
"4383","Cloyd's Beauty School 3 Inc",1
"4384","Moore Norman Technology Center",0.5
"4385","Fayette County Career & Technical Institute Practical Nursing Program",1
"4386","Franklin County Career and Technology Center",0.423076923076923
"4387","Paul Mitchell the School-Knoxville",1
"4388","Ogle School Hair Skin Nails-Hurst",0.679802955665025
"4389","Okefenokee Technical College",0.84375
"4390","Fashion Institute of Design & Merchandising-San Diego",0.385964912280702
"4391","National American University-Albuquerque",0.666666666666667
"4392","Tennessee College of Applied Technology-Nashville",0.619047619047619
"4393","ECPI University",0.597951344430218
"4394","Ms Robert's Academy of Beauty Culture-Villa Park",0.921052631578947
"4395","Anthem Institute-Jersey City",0.955555555555556
"4396","Paul Mitchell the School-Houston",0.574074074074074
"4397","TDDS Technical Institute",0.746031746031746
"4398","Fortis Institute-Forty Fort",0.612244897959184
"4399","Laurel Business Institute",0.729411764705882
"4400","Antonelli Medical and Professional Institute",0.466666666666667
"4401","Aviation Institute of Maintenance-Philadelphia",0.689655172413793
"4402","Sanford-Brown Institute-Trevose",NA
"4403","Fortis Institute-Mulberry",0.317073170731707
"4404","Carrington College-Phoenix Westside",0.526315789473684
"4405","Dorsey Business Schools-Roseville",0.862068965517241
"4406","Moler-Pickens Beauty Academy",0.75
"4407","Red River Technology Center",0.6
"4408","Kaplan Career Institute-Harrisburg",0.756578947368421
"4409","ITT Technical Institute-Newburgh",0.608695652173913
"4410","Southern Union State Community College",0.659658344283837
"4411","South University-Columbia",0.615384615384615
"4412","Everest University-Brandon",0.921775898520085
"4413","Clinton Technical School",0.818181818181818
"4414","Consolidated School of Business-Lancaster",1
"4415","Greene County Career and Technology Center",0.956521739130435
"4416","Lac Courte Oreilles Ojibwa Community College",0.840909090909091
"4417","Diesel Driving Academy-Shreveport",0.915194346289753
"4418","Pima Medical Institute-Mesa",0.79646017699115
"4419","Platt College-Los Angeles",0.757894736842105
"4420","Platt College-Aurora",0.333333333333333
"4421","Kaplan University-Davenport Campus",0.666666666666667
"4422","Kaplan University-Cedar Falls Campus",0.428571428571429
"4423","Paul Mitchell the School-Boise",0.575757575757576
"4424","Christian Life College",0.75
"4425","Knowledge Systems Institute",NA
"4426","Educators of Beauty College of Cosmetology-Rockford",0.866666666666667
"4427","ITT Technical Institute-Arlington Heights",0.409090909090909
"4428","Northwestern College-Southwestern Campus",0.696629213483146
"4429","Tulsa Technology Center-Lemley Campus",0.571428571428571
"4430","Tulsa Technology Center-Riverside Campus",0.545454545454545
"4431","Tulsa Technology Center-Broken Arrow Campus",0.666666666666667
"4432","Douglas J Aveda Institute",0.597014925373134
"4433","ITT Technical Institute-Troy",0.717948717948718
"4434","Ross Medical Education Center-Brighton",0.846153846153846
"4435","Ross Medical Education Center-Ann Arbor",0.9
"4436","Taylortown School of Beauty Inc",0.785714285714286
"4437","Pike-Lincoln Technical Center",1
"4438","Pennsylvania Institute of Health and Technology",0.875
"4439","Skyline College-Roanoke",0.785714285714286
"4440","Bethel Seminary-San Diego",NA
"4441","St Charles Community College",0.453416149068323
"4442","Brandman University",NA
"4443","New College of Florida",0.333333333333333
"4444","Arizona Academy of Beauty-North",1
"4445","Empire Beauty School-Prescott",0.763157894736842
"4446","Le Cordon Bleu College of Culinary Arts-Scottsdale",0.704918032786885
"4447","Conservatory of Recording Arts and Sciences",0.492248062015504
"4448","Adrian's College of Beauty Turlock",0.767741935483871
"4449","California Career School",NA
"4450","San Joaquin Valley College-Fresno",0.59375
"4451","Rolf Institute of Structural Integration",NA
"4452","Heritage College-Denver",0.868421052631579
"4453","Empire Beauty School-Highland",0.875
"4454","Sunstate Academy",0.990384615384615
"4455","Elizabeth Grady School of Esthetics and Massage Therapy",0.638888888888889
"4456","Ross Medical Education Center-Port Huron",0.925
"4457","Capri Institute of Hair Design-Clifton",1
"4458","Raphael's School of Beauty Culture Inc-Alliance",0.777777777777778
"4459","Metro Technology Centers",0.571428571428571
"4460","Heald College-Roseville",0.947368421052632
"4461","Daymar College-Bowling Green",0.736842105263158
"4462","Everest College-Everett",0.48936170212766
"4463","Luna Community College",0.571428571428571
"4464","Grabber School of Hair Design",0.614285714285714
"4465","Yeshivah Gedolah Rabbinical College",0.533333333333333
"4466","University of the District of Columbia-David A Clarke School of Law",NA
"4467","Raphael's School of Beauty Culture Inc-Brunswick",0.833333333333333
"4468","Caribbean University-Ponce",0.863387978142076
"4469","Caribbean University-Vega Baja",0.887640449438202
"4470","University of Advancing Technology",0.421052631578947
"4471","Paradise Valley Community College",0.492227979274611
"4472","Chandler-Gilbert Community College",0.446875
"4473","St John's Hospital School of Clinical Lab Science",NA
"4474","Madison Media Institute",0.503597122302158
"4475","Sanford-Brown Institute-White Plains",1
"4476","Sanford-Brown Institute-Garden City",0.796875
"4477","Great Plains Technology Center",0.87719298245614
"4478","Roane-Jackson Technical Center",0.909090909090909
"4479","Total Cosmetology Training Center",1
"4480","Iverson Business School",NA
"4481","Lawrence County Career and Technical Center-Practical Nursing Program",0.666666666666667
"4482","Pioneer Technology Center",1
"4483","Portage Lakes Career Center",0.25
"4484","Eastern College of Health Vocations-New Orleans",1
"4485","Bell Mar Beauty College",0.854166666666667
"4486","Cannella School of Hair Design-Chicago",0.833333333333333
"4487","Caddo Kiowa Technology Center",0.909090909090909
"4488","Kaplan College-San Antonio-San Pedro",0.865168539325843
"4489","Oswego County BOCES",1
"4490","Le Cordon Bleu College of Culinary Arts-Austin",0.542553191489362
"4491","The Art Institute of New York City",0.629139072847682
"4492","Paris II Educational Center",0.891891891891892
"4493","International School of Skin Nailcare & Massage Therapy",1
"4494","Palomar Institute of Cosmetology",0.647058823529412
"4495","Southern Oklahoma Technology Center",0.833333333333333
"4496","Vista College",0.815038419319429
"4497","Autry Technology Center",0.666666666666667
"4498","Greene County Vocational School District",0.6875
"4499","Canadian Valley Technology Center",0.823529411764706
"4500","Wilkes-Barre Area Career and Technical Center Practical Nursing",0.626865671641791
"4501","Mayo Graduate School",NA
"4502","American Beauty Institute",1
"4503","Meridian Technology Center",0.5
"4504","Waynesville Career Center",0.515151515151515
"4505","Connecticut Institute of Hair Design",0.682926829268293
"4506","Capitol School of Hairstyling and Esthetics",0.528089887640449
"4507","Morris County Vocational School District",0.461538461538462
"4508","Ross Medical Education Center-Roosevelt Park",0.905660377358491
"4509","Ross Medical Education Center-Kentwood",0.944444444444444
"4510","South Florida Bible College and Theological Seminary",1
"4511","Cloyd's Barber School 2 Inc",1
"4512","Universal Technical Institute of Illinois Inc",0.456
"4513","Pennsylvania College of Technology",0.276842105263158
"4514","Commonwealth Institute of Funeral Service",0.6
"4515","Delta College of Arts & Technology",0.859060402684564
"4516","InterCoast Colleges-Orange",0.727272727272727
"4517","Stone Child College",0.681818181818182
"4518","New York Academy of Art",NA
"4519","Suffolk County Community College",0.288900551036473
"4520","Las Positas College",0.995
"4521","Blades School of Hair Design",0.575757575757576
"4522","Altamaha Technical College",0.857142857142857
"4523","Ogeechee Technical College",0.786324786324786
"4524","Remington College-Mobile Campus",0.833333333333333
"4525","Everest College-Aurora",0.731707317073171
"4526","Southwest Florida College",0.7
"4527","Mercy-St Luke's School of Radiologic Technology",NA
"4528","ITT Technical Institute-Norwood",0.7
"4529","Southwest Acupuncture College-Santa Fe",NA
"4530","Northwest Technology Center-Alva",NA
"4531","Mercer County Career Center",0.636363636363636
"4532","ITT Technical Institute-Knoxville",0.8
"4533","ITT Technical Institute-Austin",0.657894736842105
"4534","ITT Technical Institute-Houston North",0.611940298507463
"4535","California State University-San Marcos",0.349953831948292
"4536","Argosy University-Hawaii",0.666666666666667
"4537","Baptist Theological Seminary at Richmond",NA
"4538","Kaplan College-Modesto",0.78125
"4539","Kaplan University-Des Moines Campus",0.6875
"4540","Hairmasters Institute of Cosmetology",0.777777777777778
"4541","Hair Arts Academy",1
"4542","Pinnacle Career Institute-Lawrence",0.607142857142857
"4543","Interactive College of Technology-Newport",0.714285714285714
"4544","Career Technical College-Monroe",1
"4545","Empire Beauty School-Lowell",0.666666666666667
"4546","Ross Medical Education Center-Taylor",0.88
"4547","McNally Smith College of Music",0.20253164556962
"4548","Allied Health Careers",0.704545454545455
"4549","National Tractor Trailer School Inc-Liverpool",0.853260869565217
"4550","Interactive Learning Systems-Houston",0.833333333333333
"4551","Star Career Academy–Brick",0.813559322033898
"4552","New Castle Beauty Academy",0.666666666666667
"4553","NorthWest Arkansas Community College",0.558718861209964
"4554","Madera Beauty College",1
"4555","Colorado Heights University",1
"4556","Brewster Technical Center",1
"4557","Hodges University",0.701298701298701
"4558","Everest University-Lakeland",0.88
"4559","Argosy University-Atlanta",0.857142857142857
"4560","University of St Augustine for Health Sciences",NA
"4561","Capital Area School of Practical Nursing",0.891891891891892
"4562","Hair Professionals Career College",0.777777777777778
"4563","Alexandria School of Scientific Therapeutics",0.6
"4564","Empire Beauty School-Bloomfield",0.794117647058823
"4565","Southwest Technology Center",0.256410256410256
"4566","Western Area Career and Technology Center",0.608695652173913
"4567","Daymar Institute-Clarksville",0.764705882352941
"4568","Nossi College of Art",0.543478260869565
"4569","Seguin Beauty School-New Braunfels",0.884615384615385
"4570","ITT Technical Institute-Norfolk",0.846153846153846
"4571","Pima Medical Institute-Seattle",0.802325581395349
"4572","Mineral County Vocational Technical Center",1
"4573","Hypnosis Motivation Institute",0.714285714285714
"4574","Los Angeles ORT College-Los Angeles Campus",0.890965732087227
"4575","Everest College-West Los Angeles",0.878787878787879
"4576","Thanh Le College School of Cosmetology",1
"4577","Southeastern Technical College",0.8
"4578","Massachusetts School of Law",NA
"4579","ITT Technical Institute-Albuquerque",0.590909090909091
"4580","Community Services Division-Alliance City",0.285714285714286
"4581","Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando",0.590361445783133
"4582","D G Erwin Technical Center",0.800970873786408
"4583","Rosel School of Cosmetology",0.885245901639344
"4584","Worsham College of Mortuary Science",NA
"4585","Bryan University",0.841530054644809
"4586","Oregon College of Oriental Medicine",NA
"4587","Central Pennsylvania Institute of Science and Technology",0.480769230769231
"4588","Northwest Educational Center",0.51304347826087
"4589","Sebring Career Schools-Houston",0.947368421052632
"4590","PCI Health Training Center",0.689873417721519
"4591","Windham Memorial Hospital-Radiologic Technology Program",NA
"4592","Bethel Seminary of the East",NA
"4593","Miami-Jacobs Career College-Columbus",1
"4594","Bryant & Stratton College-Eastlake",0.904761904761905
"4595","Hamrick School",0.873563218390805
"4596","Alabama State College of Barber Styling",1
"4597","Fortis College-Mobile",0.888888888888889
"4598","Arkansas Beauty School",1
"4599","Everest College-Ontario",0.789808917197452
"4600","Downey Adult School",0.751445086705202
"4601","Heald College-Stockton",0.902912621359223
"4602","Heald College-Hayward",0.864406779661017
"4603","CRU Institute",0.764705882352941
"4604","Modern Technology School",0.507692307692308
"4605","National Career Education",0.857142857142857
"4606","Everest College-Anaheim",0.747126436781609
"4607","Thuy Princess Beauty College",0.833333333333333
"4608","North-West College-Glendale",0.839506172839506
"4609","Everest College-City of Industry",0.786407766990291
"4610","Fremont College",1
"4611","Pomona Unified School District Adult and Career Education",1
"4612","University of Phoenix-Online Campus",0.863688083137374
"4613","University of Phoenix-San Diego Campus",0.897727272727273
"4614","Universal College of Beauty Inc-Los Angeles 2",1
"4615","IBMC College",0.350467289719626
"4616","Xenon International Academy-Denver",0.448275862068966
"4617","Academy of Cosmetology",0.81858407079646
"4618","ITT Technical Institute-Lake Mary",0.5
"4619","Sunstate Academy",1
"4620","Heritage Institute-Jacksonville",0.803571428571429
"4621","Fortis College-Smyrna",0.8
"4622","Remington College-Honolulu Campus",0.686746987951807
"4623","Vatterott College-Des Moines",0.571428571428571
"4624","Brown Mackie College-Quad Cities",0.785123966942149
"4625","Pivot Point Academy-Bloomingdale",0.51685393258427
"4626","Xenon International Academy-Kansas City",0.454545454545455
"4627","Diesel Driving Academy-Baton Rouge",0.84020618556701
"4628","Jonesville Beauty School",1
"4629","New England Hair Academy",1
"4630","Rob Roy Academy-Worcester",1
"4631","Upper Cape Cod Regional Technical School",0.818181818181818
"4632","All-State Career-Baltimore",0.725593667546174
"4633","New England School of Communications",0.31
"4634","Everest Institute-Kalamazoo",0.827956989247312
"4635","Adler Graduate School",NA
"4636","Lebanon Technology and Career Center",1
"4637","Academy of Hair Design-Jackson",1
"4638","KC's School of Hair Design",0.666666666666667
"4639","Mitchells Hairstyling Academy-Goldsboro",NA
"4640","Lincoln Technical Institute-Moorestown",0.62962962962963
"4641","Monmouth County Vocational School District",0.956521739130435
"4642","Kaplan College-Las Vegas",0.69811320754717
"4643","Beauty School of Middletown",0.666666666666667
"4644","Bryant & Stratton College-Southtowns",0.787234042553192
"4645","National Tractor Trailer School Inc-Buffalo",0.911392405063291
"4646","Yeshiva Gedolah Imrei Yosef D'spinka",1
"4647","Cleveland Institute of Dental-Medical Assistants-Mentor",0.768595041322314
"4648","Cleveland Institute of Dental-Medical Assistants-Lyndhurst",0.764705882352941
"4649","Knox County Career Center",0.833333333333333
"4650","Madison Adult Career Center",0.692307692307692
"4651","Remington College-Cleveland Campus",0.886178861788618
"4652","Brown Mackie College-Findlay",0.703448275862069
"4653","Toledo Academy of Beauty Culture-East",0.956521739130435
"4654","U S Grant Joint Vocational School",0.777777777777778
"4655","CC's Cosmetology College",0.763157894736842
"4656","Chisholm Trail Technology Center",0.652173913043478
"4657","Gordon Cooper Technology Center",0.666666666666667
"4658","Kiamichi Technology Center-Atoka",1
"4659","Kiamichi Technology Center-Durant",1
"4660","Kiamichi Technology Center-Hugo",1
"4661","Kiamichi Technology Center-McAlester",1
"4662","Kiamichi Technology Center-Idabel",1
"4663","Kiamichi Technology Center-Poteau",NA
"4664","Kiamichi Technology Center-Spiro",1
"4665","Kiamichi Technology Center-Talihina",1
"4666","Le Cordon Bleu College of Culinary Arts-Portland",0.714285714285714
"4667","YTI Career Institute-Altoona",0.566666666666667
"4668","Eastern Center for Arts and Technology",0.714285714285714
"4669","Empire Beauty School-Center City Philadelphia",0.888888888888889
"4670","Sanford-Brown Institute-Wilkins Township",NA
"4671","Centro de Estudios Multidisciplinarios-Humacao",0.914110429447853
"4672","Colegio Mayor de Tecnologia Inc",1
"4673","Institucion Chaviano de Mayaguez",1
"4674","EDIC College",0.948051948051948
"4675","Liceo de Arte-Dise-O y Comercio",0.944444444444444
"4676","Universal Technology College of Puerto Rico",0.901639344262295
"4677","Academy of Hair Technology",1
"4678","Mr Wayne's School of Unisex Hair Design",0.857142857142857
"4679","Southern Institute of Cosmetology",1
"4680","Queen City College",1
"4681","College of the Marshall Islands",0.956112852664577
"4682","American National College",1
"4683","ITT Technical Institute-San Antonio",0.625
"4684","Remington College-Fort Worth Campus",0.717391304347826
"4685","University of Cosmetology Arts & Sciences-San Antonio Jamar",1
"4686","School of Automotive Machinists",0.612244897959184
"4687","SW School of Business and Technical Careers-Cosmetology",0.934426229508197
"4688","SW School of Business and Technical Careers",0.8
"4689","Texas College of Cosmetology-Abilene",0.754545454545455
"4690","Vista College-Online",0.842696629213483
"4691","Centura College-Newport News",0.576923076923077
"4692","Centura College-Norfolk",0.666666666666667
"4693","Virginia Beach City Public Schools School of Practical Nursing",0.4
"4694","Northwest College of Art & Design",0.576923076923077
"4695","University of Washington-Bothell Campus",0.280645161290323
"4696","University of Washington-Tacoma Campus",0.376190476190476
"4697","Huntington School of Beauty Culture-Main Campus",0.916666666666667
"4698","Valley College-Beckley",0.808219178082192
"4699","Valley College-Martinsburg",0.726190476190476
"4700","Valley College-Princeton",0.831460674157303
"4701","Bellus Academy-Poway",0.92
"4702","Capstone College",0.863636363636364
"4703","Central Coast College",0.738095238095238
"4704","ITT Technical Institute-Torrance",0.625
"4705","Pacific College of Oriental Medicine-San Diego",0.6
"4706","Artistic Nails and Beauty Academy-Tampa",1
"4707","National Aviation Academy of Tampa Bay",0.67479674796748
"4708","Sanford-Brown Institute-Tampa",0.833333333333333
"4709","Cain's Barber College Inc",0.916666666666667
"4710","Madison Oneida BOCES-Practical Nursing Program",0.833333333333333
"4711","Astrodome Career Centers",0.727272727272727
"4712","Center for Advanced Legal Studies",0.952380952380952
"4713","Houston Training School-Main Campus",0.914893617021277
"4714","Remington College-Houston Campus",0.837837837837838
"4715","Bay Mills Community College",0.712121212121212
"4716","Fond du Lac Tribal and Community College",0.530612244897959
"4717","Northwest Indian College",0.816666666666667
"4718","Marinello Schools of Beauty-Provo",0.5
"4719","Provo College",0.627450980392157
"4720","Paul Mitchell the School-Provo",0.454545454545455
"4721","University of Phoenix-Utah Campus",0.666666666666667
"4722","Utah College of Massage Therapy-Salt Lake City",0.404494382022472
"4723","CET-Coachella",0.909090909090909
"4724","CET-Oxnard",0.75
"4725","CET-Santa Maria",0.777777777777778
"4726","CET-Rancho Temecula",0.785714285714286
"4727","Colorado School of Traditional Chinese Medicine",NA
"4728","Massage Therapy Institute of Colorado",0.846153846153846
"4729","Michigan College of Beauty-Troy",0.966216216216216
"4730","Ogle School Hair Skin Nails-Dallas",0.786561264822134
"4731","Phoenix Seminary",NA
"4732","Faust Institute of Cosmetology-Spirit Lake",1
"4733","Seattle Vocational Institute",0.923076923076923
"4734","Baker College of Port Huron",0.661764705882353
"4735","Empire Beauty School-Hyannis",0.552631578947368
"4736","Brookstone College-Greensboro",0.964285714285714
"4737","Cheeks International Academy of Beauty Culture-Fort Collins",0.75
"4738","Cheeks International Academy of Beauty Culture-Greeley",0.754716981132076
"4739","Colorado School of Healing Arts",0.84
"4740","Remington College-Colorado Springs Campus",NA
"4741","Empire Beauty School-Arvada",0.566666666666667
"4742","Westwood College-Denver South",0.84
"4743","Healing Arts Institute",0.9
"4744","ITT Technical Institute-San Bernardino",0.661971830985915
"4745","Los Angeles ORT College-Van Nuys Campus",1
"4746","University of Phoenix-Puerto Rico Campus",0.846153846153846
"4747","Mt Diablo Adult Education",0.789473684210526
"4748","Royale College of Beauty",0.428571428571429
"4749","Westech College",0.756410256410256
"4750","Greater Lowell Technical School",0.6
"4751","Academy of Hair Design-Pearl",1
"4752","King's College",0.612612612612613
"4753","Miller-Motte Technical College-Clarksville",1
"4754","Genesis Career College-Lebanon",0.642857142857143
"4755","Kaplan College-Dallas",0.761363636363636
"4756","Star College of Cosmetology 2",0.858695652173913
"4757","Southwest Collegiate Institute for the Deaf",0.666666666666667
"4758","Fortis College-Richmond",0.710843373493976
